2018,4,1,1,31,37,c47c8d6391d2,21,34,14,464
2018,4,1,1,41,38,c47c8d6391d2,21,48,14,464
2018,4,1,1,51,41,c47c8d6391d2,21,30,14,464
2018,4,1,2,1,38,c47c8d6391d2,21.1,52,14,461
2018,4,1,2,11,39,c47c8d6391d2,21.1,48,14,458
2018,4,1,2,21,37,c47c8d6391d2,21,68,14,457
2018,4,1,2,31,38,c47c8d6391d2,21,68,14,457
2018,4,1,2,41,37,c47c8d6391d2,20.9,30,14,455
2018,4,1,2,51,38,c47c8d6391d2,20.9,50,14,455
2018,4,1,3,1,38,c47c8d6391d2,20.8,50,15,455
2018,4,1,3,11,39,c47c8d6391d2,20.7,50,14,454
2018,4,1,3,21,40,c47c8d6391d2,20.6,50,14,452
2018,4,1,3,31,39,c47c8d6391d2,20.6,47,14,455
2018,4,1,3,41,37,c47c8d6391d2,20.6,47,14,452
2018,4,1,4,11,38,c47c8d6391d2,20.5,47,14,447
2018,4,1,4,21,38,c47c8d6391d2,20.5,47,14,444
2018,4,1,4,31,38,c47c8d6391d2,20.5,27,14,444
2018,4,1,4,41,38,c47c8d6391d2,20.5,47,14,442
2018,4,1,4,51,37,c47c8d6391d2,20.5,47,14,442
2018,4,1,5,1,37,c47c8d6391d2,20.5,47,14,439
2018,4,1,5,11,37,c47c8d6391d2,20.5,47,14,436
2018,4,1,5,21,36,c47c8d6391d2,20.5,47,14,436
2018,4,1,5,31,37,c47c8d6391d2,20.6,48,14,432
2018,4,1,5,41,36,c47c8d6391d2,20.5,84,14,433
2018,4,1,5,51,40,c47c8d6391d2,20.4,139,14,432
2018,4,1,6,1,38,c47c8d6391d2,20.5,295,14,428
2018,4,1,6,11,39,c47c8d6391d2,20.6,492,14,427
2018,4,1,6,21,38,c47c8d6391d2,20.7,759,14,426
2018,4,1,6,31,39,c47c8d6391d2,20.8,1054,14,426
2018,4,1,6,41,37,c47c8d6391d2,21.1,1367,14,418
